CP;DEPARTEMENT;REGION
34,990;Hérault;Languedoc-Roussillon-Midi-Pyrénées
35,530;Ille-et-Vilaine;Bretagne
61,150;Orne;Normandie
19,600;Corrze;Aquitaine-Limousin-Poitou-Charentes
59,495;Nord;Nord-Pas-de-Calais-Picardie
1,330;Ain;Auvergne-Rhône-Alpes
35,111;Ille-et-Vilaine;Bretagne
34,560;Hérault;Languedoc-Roussillon-Midi-Pyrénées
78,380;Yvelines;Ile-de-France
1,258;Ain;Auvergne-Rhône-Alpes
56,470;Morbihan;Bretagne
60,810;Oise;Nord-Pas-de-Calais-Picardie
66,120;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
57,550;Moselle;Alsace-Champagne-Ardenne-Lorraine
72,400;Sarthe;Pays de la Loire
91,210;Essonne;Ile-de-France
42,140;Loire;Auvergne-Rhône-Alpes
59,193;Nord;Nord-Pas-de-Calais-Picardie
49,170;Maine-et-Loire;Pays de la Loire
85,430;Vendée;Pays de la Loire
57,680;Moselle;Alsace-Champagne-Ardenne-Lorraine
29,700;Finistre;Bretagne
91,450;Essonne;Ile-de-France
69,320;Rhône;Auvergne-Rhône-Alpes
74,650;Haute-Savoie;Auvergne-Rhône-Alpes
59,440;Nord;Nord-Pas-de-Calais-Picardie
78,440;Yvelines;Ile-de-France
42,600;Loire;Auvergne-Rhône-Alpes
29,500;Finistre;Bretagne
59,264;Nord;Nord-Pas-de-Calais-Picardie
83,560;Var;Provence-Alpes-Côte d'Azur
38,090;Isre;Auvergne-Rhône-Alpes
18,100;Cher;Centre-Val de Loire
45,220;Loiret;Centre-Val de Loire
50,240;Manche;Normandie
83,580;Var;Provence-Alpes-Côte d'Azur
34,420;Hérault;Languedoc-Roussillon-Midi-Pyrénées
33,410;Gironde;Aquitaine-Limousin-Poitou-Charentes
59,250;Nord;Nord-Pas-de-Calais-Picardie
65,100;Hautes-Pyrénées;Languedoc-Roussillon-Midi-Pyrénées
16,190;Charente;Aquitaine-Limousin-Poitou-Charentes
94,450;Val-de-Marne;Ile-de-France
83,340;Var;Provence-Alpes-Côte d'Azur
29,510;Finistre;Bretagne
30,128;Gard;Languedoc-Roussillon-Midi-Pyrénées
27,330;Eure;Normandie
13,540;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
22,630;Côtes-d'armor;Bretagne
45,230;Loiret;Centre-Val de Loire
59,940;Nord;Nord-Pas-de-Calais-Picardie
76,100;Seine-Maritime;Normandie
69,680;Rhône;Auvergne-Rhône-Alpes
80,000;Somme;Nord-Pas-de-Calais-Picardie
48,200;Lozre;Languedoc-Roussillon-Midi-Pyrénées
73,250;Savoie;Auvergne-Rhône-Alpes
68,700;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
67,750;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
27,830;Eure;Normandie
69,200;Rhône;Auvergne-Rhône-Alpes
22,700;Côtes-d'armor;Bretagne
91,310;Essonne;Ile-de-France
83,400;Var;Provence-Alpes-Côte d'Azur
83,430;Var;Provence-Alpes-Côte d'Azur
13,860;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
71,150;Saône-et-Loire;Bourgogne-Franche-Comté
33,560;Gironde;Aquitaine-Limousin-Poitou-Charentes
57,800;Moselle;Alsace-Champagne-Ardenne-Lorraine
70,400;Haute-Saône;Bourgogne-Franche-Comté
22,490;Côtes-d'armor;Bretagne
49,260;Maine-et-Loire;Pays de la Loire
83,140;Var;Provence-Alpes-Côte d'Azur
59,132;Nord;Nord-Pas-de-Calais-Picardie
42,840;Loire;Auvergne-Rhône-Alpes
91,170;Essonne;Ile-de-France
81,100;Tarn;Languedoc-Roussillon-Midi-Pyrénées
12,430;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
67,850;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
32,000;Gers;Languedoc-Roussillon-Midi-Pyrénées
25,310;Doubs;Bourgogne-Franche-Comté
19,300;Corrze;Aquitaine-Limousin-Poitou-Charentes
86,300;Vienne;Aquitaine-Limousin-Poitou-Charentes
60,128;Oise;Nord-Pas-de-Calais-Picardie
95,410;Val-d'oise;Ile-de-France
34,380;Hérault;Languedoc-Roussillon-Midi-Pyrénées
73,570;Savoie;Auvergne-Rhône-Alpes
24,360;Dordogne;Aquitaine-Limousin-Poitou-Charentes
70,000;Haute-Saône;Bourgogne-Franche-Comté
19,150;Corrze;Aquitaine-Limousin-Poitou-Charentes
27,150;Eure;Normandie
34,240;Hérault;Languedoc-Roussillon-Midi-Pyrénées
10,400;Aube;Alsace-Champagne-Ardenne-Lorraine
54,425;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
33,470;Gironde;Aquitaine-Limousin-Poitou-Charentes
13,003;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
41,110;Loir-et-Cher;Centre-Val de Loire
1,500;Ain;Auvergne-Rhône-Alpes
17,310;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
37,510;Indre-et-Loire;Centre-Val de Loire
43,410;Haute-Loire;Auvergne-Rhône-Alpes
59,241;Nord;Nord-Pas-de-Calais-Picardie
26,790;Drôme;Auvergne-Rhône-Alpes
67,190;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
57,445;Moselle;Alsace-Champagne-Ardenne-Lorraine
34,290;Hérault;Languedoc-Roussillon-Midi-Pyrénées
59,850;Nord;Nord-Pas-de-Calais-Picardie
50,720;Manche;Normandie
71,390;Saône-et-Loire;Bourgogne-Franche-Comté
72,600;Sarthe;Pays de la Loire
29,140;Finistre;Bretagne
86,580;Vienne;Aquitaine-Limousin-Poitou-Charentes
11,170;Aude;Languedoc-Roussillon-Midi-Pyrénées
2,250;Aisne;Nord-Pas-de-Calais-Picardie
66,140;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
69,540;Rhône;Auvergne-Rhône-Alpes
24,270;Dordogne;Aquitaine-Limousin-Poitou-Charentes
57,140;Moselle;Alsace-Champagne-Ardenne-Lorraine
15,120;Cantal;Auvergne-Rhône-Alpes
56,100;Morbihan;Bretagne
38,170;Isre;Auvergne-Rhône-Alpes
33,260;Gironde;Aquitaine-Limousin-Poitou-Charentes
94,430;Val-de-Marne;Ile-de-France
30,111;Gard;Languedoc-Roussillon-Midi-Pyrénées
13,450;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
91,270;Essonne;Ile-de-France
92,221;Hauts-de-Seine;Ile-de-France
80,800;Somme;Nord-Pas-de-Calais-Picardie
22,110;Côtes-d'armor;Bretagne
95,380;Val-d'oise;Ile-de-France
90,500;Territoire de Belfort;Bourgogne-Franche-Comté
31,570;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
84,110;Vaucluse;Provence-Alpes-Côte d'Azur
30,129;Gard;Languedoc-Roussillon-Midi-Pyrénées
29,280;Finistre;Bretagne
81,200;Tarn;Languedoc-Roussillon-Midi-Pyrénées
41,350;Loir-et-Cher;Centre-Val de Loire
25,600;Doubs;Bourgogne-Franche-Comté
13,111;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
57,155;Moselle;Alsace-Champagne-Ardenne-Lorraine
66,750;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
58,800;Nivre;Bourgogne-Franche-Comté
84,410;Vaucluse;Provence-Alpes-Côte d'Azur
57,150;Moselle;Alsace-Champagne-Ardenne-Lorraine
23,200;Creuse;Aquitaine-Limousin-Poitou-Charentes
26,130;Drôme;Auvergne-Rhône-Alpes
40,420;Landes;Aquitaine-Limousin-Poitou-Charentes
91,480;Essonne;Ile-de-France
62,780;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
28,110;Eure-et-Loir;Centre-Val de Loire
60,340;Oise;Nord-Pas-de-Calais-Picardie
51,600;Marne;Alsace-Champagne-Ardenne-Lorraine
11,290;Aude;Languedoc-Roussillon-Midi-Pyrénées
88,300;Vosges;Alsace-Champagne-Ardenne-Lorraine
78,720;Yvelines;Ile-de-France
59,730;Nord;Nord-Pas-de-Calais-Picardie
14,600;Calvados;Normandie
67,115;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
77,920;Seine-et-Marne;Ile-de-France
67,211;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
19,410;Corrze;Aquitaine-Limousin-Poitou-Charentes
56,870;Morbihan;Bretagne
89,500;Yonne;Bourgogne-Franche-Comté
78,570;Yvelines;Ile-de-France
27,650;Eure;Normandie
91,560;Essonne;Ile-de-France
84,210;Vaucluse;Provence-Alpes-Côte d'Azur
30,640;Gard;Languedoc-Roussillon-Midi-Pyrénées
57,380;Moselle;Alsace-Champagne-Ardenne-Lorraine
55,170;Meuse;Alsace-Champagne-Ardenne-Lorraine
62,940;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
34,790;Hérault;Languedoc-Roussillon-Midi-Pyrénées
94,510;Val-de-Marne;Ile-de-France
95,540;Val-d'oise;Ile-de-France
59,245;Nord;Nord-Pas-de-Calais-Picardie
54,390;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
60,350;Oise;Nord-Pas-de-Calais-Picardie
79,120;Deux-Svres;Aquitaine-Limousin-Poitou-Charentes
45,430;Loiret;Centre-Val de Loire
67,980;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
67,580;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
13,830;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
40,300;Landes;Aquitaine-Limousin-Poitou-Charentes
67,110;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
73,190;Savoie;Auvergne-Rhône-Alpes
86,280;Vienne;Aquitaine-Limousin-Poitou-Charentes
31,180;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
13,720;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,780;Nord;Nord-Pas-de-Calais-Picardie
93,350;Seine-Saint-Denis;Ile-de-France
11,700;Aude;Languedoc-Roussillon-Midi-Pyrénées
17,430;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
68,820;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
87,120;Haute-Vienne;Aquitaine-Limousin-Poitou-Charentes
83,510;Var;Provence-Alpes-Côte d'Azur
66,500;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
21,350;Côte-d'or;Bourgogne-Franche-Comté
13,857;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
36,230;Indre;Centre-Val de Loire
17,920;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
73,630;Savoie;Auvergne-Rhône-Alpes
63,100;Puy-de-Dôme;Auvergne-Rhône-Alpes
15,000;Cantal;Auvergne-Rhône-Alpes
29,217;Finistre;Bretagne
35,310;Ille-et-Vilaine;Bretagne
91,180;Essonne;Ile-de-France
68,230;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
93,470;Seine-Saint-Denis;Ile-de-France
68,870;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
34,750;Hérault;Languedoc-Roussillon-Midi-Pyrénées
63,800;Puy-de-Dôme;Auvergne-Rhône-Alpes
49,140;Maine-et-Loire;Pays de la Loire
43,400;Haute-Loire;Auvergne-Rhône-Alpes
50,330;Manche;Normandie
71,190;Saône-et-Loire;Bourgogne-Franche-Comté
93,270;Seine-Saint-Denis;Ile-de-France
27,170;Eure;Normandie
35,440;Ille-et-Vilaine;Bretagne
49,400;Maine-et-Loire;Pays de la Loire
8,600;Ardennes;Alsace-Champagne-Ardenne-Lorraine
27,320;Eure;Normandie
29,890;Finistre;Bretagne
6,190;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
91,380;Essonne;Ile-de-France
22,170;Côtes-d'armor;Bretagne
47,480;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
63,200;Puy-de-Dôme;Auvergne-Rhône-Alpes
51,120;Marne;Alsace-Champagne-Ardenne-Lorraine
16,000;Charente;Aquitaine-Limousin-Poitou-Charentes
33,100;Gironde;Aquitaine-Limousin-Poitou-Charentes
68,120;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
7,690;Ardche;Auvergne-Rhône-Alpes
6,210;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
6,750;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
44,510;Loire-Atlantique;Pays de la Loire
51,430;Marne;Alsace-Champagne-Ardenne-Lorraine
79,270;Deux-Svres;Aquitaine-Limousin-Poitou-Charentes
93,460;Seine-Saint-Denis;Ile-de-France
37,550;Indre-et-Loire;Centre-Val de Loire
24,520;Dordogne;Aquitaine-Limousin-Poitou-Charentes
25,410;Doubs;Bourgogne-Franche-Comté
83,200;Var;Provence-Alpes-Côte d'Azur
55,400;Meuse;Alsace-Champagne-Ardenne-Lorraine
38,790;Isre;Auvergne-Rhône-Alpes
83,260;Var;Provence-Alpes-Côte d'Azur
84,270;Vaucluse;Provence-Alpes-Côte d'Azur
83,136;Var;Provence-Alpes-Côte d'Azur
13,840;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,320;Nord;Nord-Pas-de-Calais-Picardie
62,126;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
95,480;Val-d'oise;Ile-de-France
77,290;Seine-et-Marne;Ile-de-France
44,380;Loire-Atlantique;Pays de la Loire
91,220;Essonne;Ile-de-France
71,110;Saône-et-Loire;Bourgogne-Franche-Comté
51,450;Marne;Alsace-Champagne-Ardenne-Lorraine
30,110;Gard;Languedoc-Roussillon-Midi-Pyrénées
76,540;Seine-Maritime;Normandie
35,140;Ille-et-Vilaine;Bretagne
68,800;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
62,840;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
69,210;Rhône;Auvergne-Rhône-Alpes
47,220;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
63,028;Puy-de-Dôme;Auvergne-Rhône-Alpes
45,240;Loiret;Centre-Val de Loire
91,610;Essonne;Ile-de-France
54,840;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
64,780;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
59,410;Nord;Nord-Pas-de-Calais-Picardie
38,138;Isre;Auvergne-Rhône-Alpes
1,570;Ain;Auvergne-Rhône-Alpes
83,330;Var;Provence-Alpes-Côte d'Azur
35,490;Ille-et-Vilaine;Bretagne
30,130;Gard;Languedoc-Roussillon-Midi-Pyrénées
78,410;Yvelines;Ile-de-France
67,840;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
42,560;Loire;Auvergne-Rhône-Alpes
85,470;Vendée;Pays de la Loire
24,420;Dordogne;Aquitaine-Limousin-Poitou-Charentes
57,450;Moselle;Alsace-Champagne-Ardenne-Lorraine
78,114;Yvelines;Ile-de-France
30,340;Gard;Languedoc-Roussillon-Midi-Pyrénées
42,300;Loire;Auvergne-Rhône-Alpes
34,690;Hérault;Languedoc-Roussillon-Midi-Pyrénées
26,250;Drôme;Auvergne-Rhône-Alpes
94,500;Val-de-Marne;Ile-de-France
54,470;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
59,831;Nord;Nord-Pas-de-Calais-Picardie
21,850;Côte-d'or;Bourgogne-Franche-Comté
77,660;Seine-et-Marne;Ile-de-France
91,720;Essonne;Ile-de-France
77,630;Seine-et-Marne;Ile-de-France
49,160;Maine-et-Loire;Pays de la Loire
36,250;Indre;Centre-Val de Loire
69,780;Rhône;Auvergne-Rhône-Alpes
42,000;Loire;Auvergne-Rhône-Alpes
94,200;Val-de-Marne;Ile-de-France
91,070;Essonne;Ile-de-France
86,440;Vienne;Aquitaine-Limousin-Poitou-Charentes
73,340;Savoie;Auvergne-Rhône-Alpes
19,200;Corrze;Aquitaine-Limousin-Poitou-Charentes
44,210;Loire-Atlantique;Pays de la Loire
37,320;Indre-et-Loire;Centre-Val de Loire
28,270;Eure-et-Loir;Centre-Val de Loire
64,122;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
83,220;Var;Provence-Alpes-Côte d'Azur
54,280;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
10,019;Aube;Alsace-Champagne-Ardenne-Lorraine
7,190;Ardche;Auvergne-Rhône-Alpes
56,600;Morbihan;Bretagne
44,260;Loire-Atlantique;Pays de la Loire
29,490;Finistre;Bretagne
2,850;Aisne;Nord-Pas-de-Calais-Picardie
54,910;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
60,130;Oise;Nord-Pas-de-Calais-Picardie
76,770;Seine-Maritime;Normandie
67,450;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
88,210;Vosges;Alsace-Champagne-Ardenne-Lorraine
69,720;Rhône;Auvergne-Rhône-Alpes
93,110;Seine-Saint-Denis;Ile-de-France
44,420;Loire-Atlantique;Pays de la Loire
56,370;Morbihan;Bretagne
7,210;Ardche;Auvergne-Rhône-Alpes
44,500;Loire-Atlantique;Pays de la Loire
64,000;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
67,870;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
44,460;Loire-Atlantique;Pays de la Loire
69,440;Rhône;Auvergne-Rhône-Alpes
35,800;Ille-et-Vilaine;Bretagne
61,380;Orne;Normandie
69,970;Rhône;Auvergne-Rhône-Alpes
87,000;Haute-Vienne;Aquitaine-Limousin-Poitou-Charentes
16,360;Charente;Aquitaine-Limousin-Poitou-Charentes
57,880;Moselle;Alsace-Champagne-Ardenne-Lorraine
86,120;Vienne;Aquitaine-Limousin-Poitou-Charentes
34,340;Hérault;Languedoc-Roussillon-Midi-Pyrénées
44,430;Loire-Atlantique;Pays de la Loire
59,236;Nord;Nord-Pas-de-Calais-Picardie
76,720;Seine-Maritime;Normandie
34,740;Hérault;Languedoc-Roussillon-Midi-Pyrénées
95,500;Val-d'oise;Ile-de-France
93,130;Seine-Saint-Denis;Ile-de-France
59,910;Nord;Nord-Pas-de-Calais-Picardie
77,910;Seine-et-Marne;Ile-de-France
28,100;Eure-et-Loir;Centre-Val de Loire
85,170;Vendée;Pays de la Loire
76,450;Seine-Maritime;Normandie
4,150;Alpes-de-Haute-Provence;Provence-Alpes-Côte d'Azur
27,540;Eure;Normandie
58,310;Nivre;Bourgogne-Franche-Comté
6,410;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
81,990;Tarn;Languedoc-Roussillon-Midi-Pyrénées
34,400;Hérault;Languedoc-Roussillon-Midi-Pyrénées
68,520;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
30,820;Gard;Languedoc-Roussillon-Midi-Pyrénées
21,240;Côte-d'or;Bourgogne-Franche-Comté
12,160;Aveyron;Languedoc-Roussillon-Midi-Pyrénées
54,730;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
26,560;Drôme;Auvergne-Rhône-Alpes
47,120;Lot-et-Garonne;Aquitaine-Limousin-Poitou-Charentes
30,620;Gard;Languedoc-Roussillon-Midi-Pyrénées
73,480;Savoie;Auvergne-Rhône-Alpes
25,720;Doubs;Bourgogne-Franche-Comté
1,480;Ain;Auvergne-Rhône-Alpes
65,000;Hautes-Pyrénées;Languedoc-Roussillon-Midi-Pyrénées
59,150;Nord;Nord-Pas-de-Calais-Picardie
33,680;Gironde;Aquitaine-Limousin-Poitou-Charentes
75,003;Paris;Ile-de-France
42,450;Loire;Auvergne-Rhône-Alpes
75,015;Paris;Ile-de-France
75,020;Paris;Ile-de-France
92,600;Hauts-de-Seine;Ile-de-France
13,004;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
13,016;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
57,220;Moselle;Alsace-Champagne-Ardenne-Lorraine
31,370;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
94,210;Val-de-Marne;Ile-de-France
83,992;Var;Provence-Alpes-Côte d'Azur
31,270;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
45,000;Loiret;Centre-Val de Loire
75,017;Paris;Ile-de-France
66,100;Pyrénées-Orientales;Languedoc-Roussillon-Midi-Pyrénées
42,100;Loire;Auvergne-Rhône-Alpes
94,300;Val-de-Marne;Ile-de-France
95,250;Val-d'oise;Ile-de-France
59,840;Nord;Nord-Pas-de-Calais-Picardie
75,008;Paris;Ile-de-France
75,018;Paris;Ile-de-France
8,500;Ardennes;Alsace-Champagne-Ardenne-Lorraine
84,360;Vaucluse;Provence-Alpes-Côte d'Azur
59,200;Nord;Nord-Pas-de-Calais-Picardie
77,500;Seine-et-Marne;Ile-de-France
42,330;Loire;Auvergne-Rhône-Alpes
11,300;Aude;Languedoc-Roussillon-Midi-Pyrénées
75,010;Paris;Ile-de-France
95,230;Val-d'oise;Ile-de-France
75,012;Paris;Ile-de-France
69,630;Rhône;Auvergne-Rhône-Alpes
83,990;Var;Provence-Alpes-Côte d'Azur
67,140;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
45,560;Loiret;Centre-Val de Loire
54,000;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
95,130;Val-d'oise;Ile-de-France
75,009;Paris;Ile-de-France
83,500;Var;Provence-Alpes-Côte d'Azur
17,190;Charente-Maritime;Aquitaine-Limousin-Poitou-Charentes
18,000;Cher;Centre-Val de Loire
54,130;Meurthe-et-Moselle;Alsace-Champagne-Ardenne-Lorraine
75,116;Paris;Ile-de-France
13,011;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
64,260;Pyrénées-Atlantiques;Aquitaine-Limousin-Poitou-Charentes
27,950;Eure;Normandie
94,220;Val-de-Marne;Ile-de-France
59,420;Nord;Nord-Pas-de-Calais-Picardie
6,800;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
77,340;Seine-et-Marne;Ile-de-France
95,620;Val-d'oise;Ile-de-France
74,410;Haute-Savoie;Auvergne-Rhône-Alpes
86,800;Vienne;Aquitaine-Limousin-Poitou-Charentes
33,460;Gironde;Aquitaine-Limousin-Poitou-Charentes
31,000;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
92,320;Hauts-de-Seine;Ile-de-France
92,190;Hauts-de-Seine;Ile-de-France
77,680;Seine-et-Marne;Ile-de-France
94,400;Val-de-Marne;Ile-de-France
92,000;Hauts-de-Seine;Ile-de-France
77,420;Seine-et-Marne;Ile-de-France
67,300;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
69,002;Rhône;Auvergne-Rhône-Alpes
57,580;Moselle;Alsace-Champagne-Ardenne-Lorraine
92,300;Hauts-de-Seine;Ile-de-France
13,380;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
57,260;Moselle;Alsace-Champagne-Ardenne-Lorraine
57,070;Moselle;Alsace-Champagne-Ardenne-Lorraine
51,370;Marne;Alsace-Champagne-Ardenne-Lorraine
83,600;Var;Provence-Alpes-Côte d'Azur
38,000;Isre;Auvergne-Rhône-Alpes
59,159;Nord;Nord-Pas-de-Calais-Picardie
6,130;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
31,450;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
35,760;Ille-et-Vilaine;Bretagne
69,360;Rhône;Auvergne-Rhône-Alpes
68,200;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
59,130;Nord;Nord-Pas-de-Calais-Picardie
69,009;Rhône;Auvergne-Rhône-Alpes
35,000;Ille-et-Vilaine;Bretagne
92,500;Hauts-de-Seine;Ile-de-France
78,150;Yvelines;Ile-de-France
94,000;Val-de-Marne;Ile-de-France
95,110;Val-d'oise;Ile-de-France
13,008;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
75,005;Paris;Ile-de-France
35,350;Ille-et-Vilaine;Bretagne
94,260;Val-de-Marne;Ile-de-France
6,000;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
67,118;Bas-Rhin;Alsace-Champagne-Ardenne-Lorraine
59,110;Nord;Nord-Pas-de-Calais-Picardie
59,390;Nord;Nord-Pas-de-Calais-Picardie
93,170;Seine-Saint-Denis;Ile-de-France
71,100;Saône-et-Loire;Bourgogne-Franche-Comté
82,130;Tarn-et-Garonne;Languedoc-Roussillon-Midi-Pyrénées
33,320;Gironde;Aquitaine-Limousin-Poitou-Charentes
59,930;Nord;Nord-Pas-de-Calais-Picardie
86,240;Vienne;Aquitaine-Limousin-Poitou-Charentes
86,490;Vienne;Aquitaine-Limousin-Poitou-Charentes
35,170;Ille-et-Vilaine;Bretagne
91,160;Essonne;Ile-de-France
62,223;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
71,220;Saône-et-Loire;Bourgogne-Franche-Comté
59,118;Nord;Nord-Pas-de-Calais-Picardie
73,000;Savoie;Auvergne-Rhône-Alpes
86,230;Vienne;Aquitaine-Limousin-Poitou-Charentes
69,550;Rhône;Auvergne-Rhône-Alpes
91,490;Essonne;Ile-de-France
77,150;Seine-et-Marne;Ile-de-France
69,570;Rhône;Auvergne-Rhône-Alpes
35,040;Ille-et-Vilaine;Bretagne
83,000;Var;Provence-Alpes-Côte d'Azur
44,290;Loire-Atlantique;Pays de la Loire
39,320;Jura;Bourgogne-Franche-Comté
13,360;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
59,155;Nord;Nord-Pas-de-Calais-Picardie
13,013;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
62,140;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
10,000;Aube;Alsace-Champagne-Ardenne-Lorraine
91,190;Essonne;Ile-de-France
13,006;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
88,600;Vosges;Alsace-Champagne-Ardenne-Lorraine
81,700;Tarn;Languedoc-Roussillon-Midi-Pyrénées
89,140;Yonne;Bourgogne-Franche-Comté
78,600;Yvelines;Ile-de-France
34,660;Hérault;Languedoc-Roussillon-Midi-Pyrénées
92,330;Hauts-de-Seine;Ile-de-France
59,540;Nord;Nord-Pas-de-Calais-Picardie
24,310;Dordogne;Aquitaine-Limousin-Poitou-Charentes
8,390;Ardennes;Alsace-Champagne-Ardenne-Lorraine
68,000;Haut-Rhin;Alsace-Champagne-Ardenne-Lorraine
7,130;Ardche;Auvergne-Rhône-Alpes
75,007;Paris;Ile-de-France
41,000;Loir-et-Cher;Centre-Val de Loire
92,200;Hauts-de-Seine;Ile-de-France
84,320;Vaucluse;Provence-Alpes-Côte d'Azur
27,000;Eure;Normandie
80,480;Somme;Nord-Pas-de-Calais-Picardie
94,800;Val-de-Marne;Ile-de-France
69,530;Rhône;Auvergne-Rhône-Alpes
42,530;Loire;Auvergne-Rhône-Alpes
75,006;Paris;Ile-de-France
62,136;Pas-de-Calais;Nord-Pas-de-Calais-Picardie
95,270;Val-d'oise;Ile-de-France
11,100;Aude;Languedoc-Roussillon-Midi-Pyrénées
31,600;Haute-Garonne;Languedoc-Roussillon-Midi-Pyrénées
86,100;Vienne;Aquitaine-Limousin-Poitou-Charentes
5,350;Hautes-Alpes;Provence-Alpes-Côte d'Azur
13,200;Bouches-du-Rhône;Provence-Alpes-Côte d'Azur
34,670;Hérault;Languedoc-Roussillon-Midi-Pyrénées
51,530;Marne;Alsace-Champagne-Ardenne-Lorraine
75,019;Paris;Ile-de-France
69,004;Rhône;Auvergne-Rhône-Alpes
95,100;Val-d'oise;Ile-de-France
37,270;Indre-et-Loire;Centre-Val de Loire
60,520;Oise;Nord-Pas-de-Calais-Picardie
76,240;Seine-Maritime;Normandie
92,380;Hauts-de-Seine;Ile-de-France
57,410;Moselle;Alsace-Champagne-Ardenne-Lorraine
6,400;Alpes-Maritimes;Provence-Alpes-Côte d'Azur
56,380;Morbihan;Bretagne
69,300;Rhône;Auvergne-Rhône-Alpes
75,011;Paris;Ile-de-France
27,560;Eure;Normandie
