B_ID;SEXE;REGIME_SOCIAL
43,680;Femme;A
6,868;Homme;G
26,711;Femme;A
10,555;Femme;A
20,193;Homme;G
37,638;Homme;A
49,178;Femme;G
30,980;Femme;G
18,531;Homme;G
29,284;Homme;G
10,637;Femme;G
32,630;Femme;G
47,509;Homme;G
41,744;Homme;A
7,168;Homme;G
10,246;Homme;G
38,076;Homme;G
35,672;Homme;G
41,971;Femme;G
4,870;Femme;A
4,453;Femme;G
39,252;Femme;G
20,356;Femme;G
22,211;Homme;G
41,698;Homme;G
36,774;Homme;A
51,520;Homme;G
33,424;Homme;G
5,295;Homme;G
41,159;Homme;G
52,123;Homme;G
17,543;Femme;A
51,996;Homme;G
28,676;Femme;A
4,344;Homme;G
38,210;Femme;G
15,288;Femme;A
30,622;Homme;G
25,929;Femme;A
47,380;Homme;G
48,803;Femme;G
51,032;Femme;G
18,615;Femme;G
7,213;Femme;L
19,825;Homme;G
41,785;Femme;A
1,149;Homme;G
51,248;Femme;A
44,384;Femme;A
49,157;Homme;A
36,431;Femme;A
1,316;Homme;A
43,414;Femme;A
30,564;Homme;A
2,715;Femme;A
11,777;Homme;D
14,343;Homme;A
39,087;Femme;G
1,091;Homme;G
41,200;Femme;G
26,242;Homme;A
40,245;Homme;G
242;Femme;A
2,412;Femme;G
2,558;Femme;G
41,073;Femme;G
16,577;Femme;A
41,958;Femme;G
16,255;Homme;L
27,613;Femme;G
39,119;Femme;A
31,718;Homme;A
33,454;Homme;G
18,033;Femme;A
38,775;Femme;A
15,523;Homme;G
33,672;Homme;G
41,907;Homme;A
35,150;Homme;G
38,574;Femme;A
49,554;Femme;A
4,206;Femme;G
43,710;Homme;A
21,199;Femme;G
4,556;Homme;A
11,629;Femme;A
34,488;Femme;A
27,929;Femme;G
12,017;Femme;G
25,625;Femme;G
2,719;Homme;G
10,089;Homme;A
48,331;Homme;G
17,898;Femme;A
28,339;Femme;A
44,510;Femme;G
11,855;Femme;A
25,037;Homme;A
7,355;Femme;G
18,761;Homme;G
6,630;Femme;G
32,401;Homme;G
26,988;Femme;A
30,374;Homme;G
39,463;Homme;G
15,163;Homme;G
38,787;Femme;G
36,821;Homme;A
2,375;Homme;A
6,727;Femme;G
43,641;Homme;G
3,936;Femme;G
12,071;Femme;G
28,760;Homme;G
49,608;Femme;G
40,792;Femme;A
37,666;Homme;G
32,609;Homme;A
51,957;Femme;G
40,483;Femme;G
48,909;Femme;G
35,910;Homme;A
10,228;Femme;G
46,778;Femme;A
48,782;Femme;G
2,917;Homme;A
11,160;Homme;G
38,955;Femme;G
20,500;Femme;G
42,145;Femme;G
1,839;Femme;G
40,762;Femme;G
36,413;Femme;A
14,922;Femme;A
28,867;Femme;A
18,171;Homme;G
39,372;Homme;A
52,075;Femme;G
35,321;Femme;G
4,778;Homme;A
51,879;Femme;G
31,719;Femme;A
38,816;Femme;G
41,581;Femme;G
36,506;Femme;G
49,093;Femme;A
5,726;Femme;D
40,014;Femme;A
49,280;Homme;A
48,870;Femme;A
21,041;Femme;G
51,279;Femme;G
2,736;Femme;A
45,316;Femme;G
10,132;Homme;A
35,598;Femme;G
38,246;Homme;G
47,885;Femme;A
43,200;Homme;G
14,580;Femme;G
16,231;Femme;G
32,815;Femme;G
39,224;Femme;G
50,536;Homme;G
23,439;Homme;A
33,463;Homme;G
10,876;Homme;G
32,186;Homme;A
35,144;Femme;G
6,272;Homme;A
40,705;Femme;G
31,456;Femme;G
20,910;Femme;A
12,423;Homme;G
19,974;Femme;G
12,479;Homme;A
15,178;Femme;G
8,900;Femme;G
4,483;Femme;G
13,773;Homme;G
2,769;Homme;G
27,116;Femme;G
47,761;Homme;A
43,340;Femme;G
21,437;Femme;A
18,899;Homme;G
38,639;Homme;G
46,433;Femme;G
41,836;Homme;G
31,888;Femme;G
39,361;Homme;A
45,922;Femme;A
30,944;Femme;G
45,090;Homme;G
20,859;Homme;G
23,291;Femme;G
24,261;Femme;G
26,788;Femme;G
30,298;Femme;A
15,329;Femme;A
40,840;Homme;G
50,670;Femme;G
9,085;Homme;A
9,285;Femme;G
10,543;Homme;G
39,309;Femme;G
49,303;Homme;G
11,315;Femme;G
27,280;Femme;G
32,536;Femme;A
13,026;Femme;A
40,778;Femme;G
28,937;Femme;G
1,424;Femme;D
12,922;Femme;G
21,111;Femme;G
9,545;Homme;G
39,917;Homme;G
12,779;Femme;A
30,781;Femme;G
6,581;Homme;A
32,614;Femme;G
19,032;Femme;G
38,008;Homme;G
10,933;Femme;A
13,934;Femme;L
164;Homme;L
52,062;Homme;G
30,861;Femme;G
40,448;Homme;G
9,749;Homme;A
10,575;Homme;A
23,772;Homme;G
12,267;Homme;G
13,330;Femme;G
41,174;Femme;G
12,482;Femme;G
42,484;Femme;A
15,793;Homme;A
17,537;Femme;G
10,551;Homme;G
22,354;Femme;G
36,914;Homme;A
37,817;Femme;G
29,461;Femme;G
15,277;Femme;A
36,987;Femme;A
177;Homme;A
42,364;Homme;A
1,050;Femme;G
34,084;Homme;A
31,096;Femme;G
41,950;Homme;G
12,639;Femme;A
35,148;Femme;G
17,696;Femme;D
35,648;Homme;A
25,999;Femme;G
15,745;Homme;A
29,765;Homme;A
21,370;Homme;G
6,158;Homme;G
40,766;Femme;A
12,752;Homme;G
21,531;Homme;G
25,472;Homme;A
27,053;Homme;G
36,437;Homme;A
10,847;Homme;A
21,803;Femme;A
13,032;Femme;A
40,669;Femme;A
7,247;Homme;G
15,095;Femme;A
32,318;Femme;G
44,492;Femme;G
39,625;Homme;A
40,327;Homme;G
45,694;Femme;G
18,149;Homme;G
25,483;Femme;G
4,899;Femme;G
38,104;Femme;A
20,597;Femme;G
52,060;Femme;G
2,961;Homme;G
34,413;Homme;A
3,742;Femme;G
33,785;Homme;G
52,114;Femme;G
8,176;Femme;A
39,830;Homme;A
31,971;Homme;A
19,431;Femme;G
46,333;Homme;A
45,863;Homme;G
24,432;Femme;A
51,458;Homme;G
33,548;Femme;A
3,357;Femme;G
14,226;Homme;A
25,388;Femme;G
27,315;Homme;G
5,311;Femme;A
46,203;Femme;G
42,842;Femme;A
25,583;Femme;L
834;Homme;A
31,111;Homme;G
22,588;Homme;A
38,175;Femme;A
20,057;Femme;A
24,916;Femme;A
25,497;Homme;G
50,589;Femme;G
34,967;Homme;G
36,793;Femme;G
30,739;Homme;G
49,966;Femme;G
16,001;Homme;G
29,298;Homme;G
33,550;Homme;G
49,070;Homme;G
7,697;Homme;G
45,101;Femme;G
9,005;Femme;A
4,582;Femme;G
30,006;Femme;A
47,469;Homme;G
40,402;Femme;G
47,905;Homme;G
11,416;Femme;G
24,195;Femme;G
16,591;Homme;A
50,098;Femme;G
2,267;Homme;A
24,953;Homme;A
37,026;Femme;G
43,293;Femme;G
17,594;Femme;A
21,273;Homme;G
43,766;Femme;G
40,558;Homme;G
12,877;Femme;G
5,402;Homme;A
48,048;Homme;A
42,150;Femme;G
26,006;Femme;G
36,750;Femme;G
23,649;Femme;A
50,053;Homme;G
8,252;Femme;G
487;Femme;G
32,510;Homme;G
42,988;Femme;G
32,500;Femme;G
1,487;Homme;G
41,342;Homme;A
18,924;Femme;G
38,549;Femme;A
1,116;Homme;G
17,716;Homme;A
27,218;Femme;A
2,206;Homme;G
16,500;Homme;A
49,666;Homme;G
1,696;Femme;G
26,020;Homme;A
48,681;Femme;G
16,122;Femme;A
40,896;Femme;A
42,092;Femme;G
44,913;Homme;G
28,323;Femme;G
47,334;Femme;G
13,469;Femme;A
37,195;Femme;G
19,301;Femme;A
35,840;Femme;G
41,072;Femme;G
26,090;Homme;A
6,229;Femme;G
21,911;Homme;G
28,223;Femme;A
8,031;Homme;A
39,298;Femme;A
20,069;Homme;G
44,991;Femme;G
47,635;Femme;G
20,048;Homme;D
27,688;Homme;A
40,715;Femme;G
42,917;Femme;A
4,381;Femme;A
40,456;Homme;A
34,773;Femme;A
35,606;Femme;A
39,795;Femme;G
24,718;Homme;G
20,456;Femme;G
28,480;Femme;A
51,971;Homme;A
44,942;Homme;A
38,469;Femme;G
39,419;Homme;L
29,837;Femme;G
16,553;Homme;A
25,523;Femme;G
47,929;Femme;G
11,245;Femme;A
3,551;Femme;G
29,126;Femme;A
44,102;Femme;A
38,151;Homme;G
35,801;Femme;G
18,327;Femme;G
3,391;Homme;A
15,281;Femme;A
35,889;Homme;G
40,087;Femme;A
32,641;Femme;G
11,044;Femme;A
18,905;Femme;G
36,625;Femme;A
12,500;Femme;A
1,115;Femme;G
16,501;Femme;A
42,083;Homme;G
6,507;Femme;G
31,371;Homme;G
15,176;Femme;G
32,324;Homme;A
22,383;Homme;G
31,051;Homme;A
2,509;Femme;A
46,981;Femme;A
16,533;Homme;G
47,021;Femme;G
9,803;Homme;G
15,915;Femme;G
24,224;Homme;A
36,200;Homme;G
36,614;Femme;A
38,615;Femme;G
48,477;Femme;G
14,176;Femme;G
51,791;Homme;G
31,669;Homme;G
6,363;Homme;A
1,125;Homme;A
49,757;Femme;G
8,564;Femme;G
17,456;Femme;A
43,219;Femme;L
47,825;Homme;G
32,377;Homme;A
42,252;Femme;A
33,339;Homme;A
32,558;Homme;A
18,220;Homme;G
31,103;Homme;A
12,357;Homme;A
46,264;Homme;G
28,558;Femme;L
26,547;Femme;G
23,150;Femme;A
30,166;Homme;G
18,295;Femme;A
14,972;Homme;G
29,908;Homme;G
9,931;Femme;G
44,453;Femme;G
23,106;Femme;G
50,089;Femme;G
20,975;Homme;A
23,062;Homme;A
43,574;Homme;A
26,975;Femme;G
4,055;Homme;G
2,950;Homme;A
34,619;Homme;G
4,332;Femme;G
37,737;Homme;G
14,898;Homme;G
37,580;Femme;G
37,721;Homme;A
32,364;Femme;A
15,435;Homme;A
47,385;Homme;A
37,389;Homme;G
32,649;Femme;G
51,798;Femme;G
405;Homme;A
27,482;Homme;A
46,586;Homme;A
717;Femme;A
50,927;Femme;G
32,742;Homme;G
34,746;Homme;A
12,665;Homme;A
17,073;Femme;G
25,340;Homme;G
9,584;Femme;G
31,288;Homme;G
682;Femme;L
19,073;Homme;G
34,460;Homme;G
1,546;Homme;A
13,769;Homme;A
16,936;Femme;A
2,997;Homme;A
41,979;Femme;A
35,799;Femme;G
7,188;Femme;L
11,337;Homme;G
15,364;Homme;G
36,776;Femme;A
52,191;Homme;G
9,665;Femme;A
5,745;Homme;A
9,698;Femme;L
29,128;Homme;A
16,491;Homme;G
34,118;Femme;G
18,514;Homme;G
29,580;Femme;G
2,750;Homme;A
39,356;Homme;A
37,981;Homme;A
44,283;Homme;A
10,909;Femme;G
19,400;Femme;G
42,547;Femme;G
51,377;Femme;G
5,420;Femme;A
13,300;Femme;A
15,856;Femme;G
1,476;Homme;A
46,970;Femme;A
10,651;Femme;G
52,185;Femme;L
33,490;Homme;G
2,808;Femme;A
5,521;Femme;G
40,013;Homme;A
31,256;Homme;G
21,138;Femme;G
43,094;Homme;G
49,680;Homme;A
31,037;Femme;G
26,156;Homme;G
41,094;Homme;G
44,103;Femme;G
12,991;Femme;G
16,070;Homme;G
29,514;Homme;G
26,476;Femme;A
13,338;Femme;A
42,251;Femme;A
38,028;Femme;A
7,385;Femme;A
8,739;Femme;G
44,168;Femme;G
7,938;Homme;G
11,951;Femme;G
24,276;Femme;G
28,265;Homme;G
34,937;Homme;G
28,893;Femme;G
12,936;Homme;G
1,818;Homme;A
17,478;Femme;G
43,253;Femme;G
29,793;Femme;G
1,008;Femme;G
44,568;Femme;G
43,948;Femme;A
7,204;Femme;A
38,181;Homme;G
41,225;Femme;G
51,541;Femme;G
14,885;Femme;A
33,185;Femme;G
12,251;Homme;A
34,510;Homme;G
38,100;Homme;G
2,197;Femme;G
7,822;Femme;A
3,334;Femme;G
31,512;Homme;G
3,524;Homme;A
40,640;Femme;G
47,988;Homme;A
52,161;Femme;G
21,221;Homme;G
42,432;Homme;G
31,026;Homme;A
29,868;Homme;G
47,593;Homme;G
32,282;Homme;G
27,898;Femme;A
13,570;Femme;G
45,651;Femme;G
31,031;Femme;G
5,395;Femme;A
23,429;Homme;A
29,504;Femme;G
23,819;Homme;A
26,239;Femme;A
37,897;Homme;G
7,849;Homme;A
14,294;Homme;G
18,392;Homme;G
26,357;Femme;G
38,840;Homme;G
34,501;Homme;G
23,711;Homme;A
26,572;Femme;A
37,065;Femme;G
5,179;Femme;G
19,720;Femme;A
36,668;Femme;G
1,565;Femme;G
4,831;Homme;G
50,876;Femme;G
39,219;Homme;G
48,108;Homme;G
9,283;Homme;A
24,318;Homme;G
974;Homme;G
49,572;Homme;A
12,953;Femme;G
47,213;Homme;G
1,110;Femme;A
8,912;Homme;A
18,405;Femme;G
32,773;Femme;A
49,056;Homme;G
34,161;Femme;G
41,015;Femme;G
51,236;Homme;A
15,517;Femme;G
47,582;Homme;A
20,339;Homme;A
8,319;Femme;A
35,098;Femme;G
19,482;Femme;G
21,082;Femme;G
32,900;Homme;G
39,121;Homme;A
19,978;Femme;G
35,871;Homme;G
45,585;Homme;G
11,316;Femme;G
42,464;Femme;G
28,264;Homme;G
6,196;Homme;A
10,521;Femme;A
32,252;Homme;G
45,060;Homme;G
51,011;Homme;G
31,570;Femme;G
17,278;Femme;G
41,964;Femme;A
42,183;Femme;G
26,567;Femme;G
39,175;Femme;G
1,065;Homme;G
27,844;Femme;A
26,536;Homme;A
11,892;Femme;G
30,114;Homme;G
32,331;Homme;G
21,510;Homme;G
3,207;Homme;A
20,065;Homme;G
37,739;Homme;A
45,202;Femme;G
45,999;Femme;G
1,238;Femme;G
26,170;Homme;G
51,214;Femme;G
4,481;Homme;A
13,267;Femme;G
44,961;Femme;G
30,727;Femme;G
14,645;Femme;G
31,734;Homme;G
42,774;Femme;G
39,215;Femme;G
41,179;Homme;A
32,028;Femme;G
26,241;Femme;G
49,415;Femme;A
2,956;Homme;A
37,274;Femme;A
41,064;Homme;G
29,328;Femme;A
23,801;Femme;A
4,840;Femme;G
40,259;Homme;G
3,528;Femme;A
28,673;Femme;G
29,546;Homme;G
11,986;Homme;G
23,727;Homme;A
13,632;Femme;L
40,971;Homme;G
49,658;Homme;G
11,686;Homme;A
23,107;Homme;G
32,734;Femme;G
47,994;Femme;A
18,070;Homme;G
24,567;Homme;G
4,145;Homme;G
30,871;Femme;L
8,829;Homme;A
48,825;Homme;G
4,728;Homme;G
43,975;Homme;G
24,958;Femme;G
47,285;Homme;G
49,793;Femme;G
6,972;Femme;G
34,831;Femme;G
31,501;Femme;A
33,137;Homme;G
19,238;Femme;A
28,643;Femme;G
4,049;Femme;L
681;Homme;A
6,821;Femme;A
35,623;Homme;G
41,365;Femme;A
24,329;Homme;G
4,777;Femme;G
51,845;Femme;G
4,363;Femme;G
36,745;Homme;G
49,369;Femme;A
8,828;Femme;G
18,291;Femme;A
33,251;Homme;A
17,647;Homme;G
46,340;Homme;A
25,133;Homme;G
31,806;Homme;G
12,683;Homme;A
6,050;Femme;G
46,653;Homme;A
37,948;Homme;G
22,151;Homme;G
20,280;Femme;G
28,356;Homme;A
28,989;Homme;A
12,960;Femme;A
26,026;Homme;A
14,311;Homme;A
20,303;Homme;G
38,184;Homme;G
51,413;Femme;G
15,278;Femme;G
39,509;Femme;G
5,842;Homme;A
17,079;Homme;A
24,360;Homme;A
34,329;Femme;G
35,275;Homme;A
49,551;Femme;A
14,258;Homme;G
45,963;Femme;A
30,157;Homme;A
7,242;Homme;L
9,164;Femme;G
9,468;Femme;G
10,369;Femme;G
46,657;Homme;A
4,419;Femme;G
38,640;Homme;G
46,164;Homme;G
12,412;Homme;A
45,660;Homme;G
1,430;Femme;A
2,816;Homme;G
28,316;Homme;G
20,334;Homme;G
3,757;Femme;G
26,361;Femme;A
15,645;Homme;G
43,986;Femme;A
45,433;Homme;G
32,800;Homme;G
20,008;Homme;A
37,687;Homme;A
9,645;Homme;A
19,176;Homme;G
48,692;Homme;G
43,049;Homme;A
44,489;Femme;G
20,253;Homme;G
2,292;Femme;G
18,884;Homme;A
12,074;Homme;G
19,003;Femme;G
5,170;Homme;G
48,913;Homme;G
6,163;Homme;G
8,117;Homme;A
36,199;Femme;G
51,330;Femme;G
5,232;Homme;A
16,395;Femme;G
37,209;Femme;A
26,817;Femme;A
21,887;Femme;G
46,601;Femme;G
17,767;Homme;G
26,366;Homme;G
14,159;Homme;G
16,499;Femme;G
30,383;Homme;A
26,074;Femme;G
22,190;Femme;G
27,760;Homme;G
33,554;Homme;G
24,289;Femme;G
51,797;Homme;G
13,484;Femme;G
40,995;Homme;G
32,745;Homme;G
40,781;Femme;G
34,202;Femme;A
13,665;Homme;G
17,602;Femme;G
40,937;Femme;G
30,968;Femme;G
50,554;Homme;G
8,311;Homme;G
31,018;Homme;D
45,755;Femme;G
52,190;Femme;G
1,158;Femme;G
51,733;Femme;G
3,335;Homme;G
36,550;Homme;G
11,726;Femme;A
28,592;Homme;G
43,604;Homme;G
30,535;Femme;A
44,397;Homme;G
36,015;Homme;A
6,598;Homme;G
26,295;Femme;A
36,599;Homme;A
16,802;Homme;G
50,256;Femme;A
6,317;Femme;A
25,827;Homme;G
20,262;Femme;G
17,533;Femme;G
46,933;Femme;G
21,397;Femme;A
49,800;Femme;A
46,169;Homme;G
11,506;Femme;G
32,227;Femme;G
999;Femme;G
10,117;Femme;G
41,482;Homme;A
47,591;Homme;G
27,603;Homme;G
21,985;Homme;G
9,608;Femme;D
6,468;Femme;A
20,479;Homme;G
50,564;Homme;G
68;Femme;A
6,012;Femme;G
27,285;Homme;A
6,936;Femme;G
41,855;Homme;A
47,783;Femme;G
8,182;Homme;G
27,671;Femme;G
23,416;Homme;G
29,552;Homme;G
35,674;Femme;G
21,381;Femme;G
48,996;Homme;A
31,412;Homme;G
1,451;Femme;G
21,995;Homme;A
28,332;Femme;G
26,003;Homme;A
39,179;Femme;A
10,287;Homme;A
4,619;Homme;D
33,975;Homme;G
6,424;Homme;A
34,638;Femme;A
21,787;Homme;G
31,295;Femme;G
46,082;Homme;G
15,934;Homme;A
22,939;Femme;A
1,063;Femme;G
5,207;Femme;G
44,531;Homme;A
15,156;Femme;G
27,391;Homme;G
36,245;Homme;G
28,795;Homme;A
24,544;Femme;A
32,335;Homme;A
17,233;Femme;G
22,750;Femme;A
5,782;Femme;G
40,560;Femme;G
50,720;Homme;A
42,171;Homme;A
13,213;Femme;G
6,470;Homme;G
40,460;Homme;G
46,053;Homme;G
43,967;Femme;A
16,083;Femme;A
24,290;Homme;G
48,668;Homme;G
50,953;Homme;G
412;Femme;G
5,117;Femme;G
49,724;Femme;A
42,613;Femme;A
51,565;Femme;G
21,783;Homme;G
43,860;Homme;L
35,739;Femme;G
25,065;Homme;G
42,354;Homme;G
50,879;Femme;G
1,608;Homme;A
10,407;Homme;G
27,534;Homme;G
15,673;Homme;A
38,722;Homme;A
22,636;Femme;A
23,997;Homme;G
5,921;Femme;A
22,819;Femme;G
10,215;Femme;G
50,263;Femme;G
9,251;Homme;A
45,641;Femme;A
25,835;Femme;G
42,543;Femme;G
49,857;Femme;G
3,759;Femme;A
2,471;Homme;G
14,950;Homme;G
50,615;Femme;A
49,905;Homme;G
50,867;Homme;G
19,411;Homme;A
38,953;Homme;G
23,179;Homme;G
19,987;Femme;G
44,300;Homme;D
28,526;Homme;G
22,295;Femme;L
27,289;Femme;A
28,651;Homme;A
32,006;Femme;G
7,967;Homme;G
328;Homme;A
1,454;Homme;A
49,328;Femme;G
11,400;Femme;G
40,636;Homme;G
49,594;Femme;G
29,639;Femme;G
35,712;Homme;D
11,345;Homme;A
941;Femme;A
2,862;Homme;A
474;Femme;G
1,442;Homme;G
22,210;Femme;G
11,898;Homme;G
45,830;Femme;A
35,290;Femme;G
27,681;Femme;A
39,582;Femme;G
51,195;Homme;A
36,469;Femme;G
49,900;Femme;G
51,258;Femme;G
8,705;Homme;G
10,233;Homme;A
19,385;Homme;G
44,461;Homme;A
2,712;Femme;G
20,983;Femme;A
34,348;Homme;G
5,162;Homme;A
11,011;Femme;G
11,055;Femme;G
9,734;Femme;A
47,845;Femme;G
44,874;Homme;G
47,706;Homme;A
25,302;Femme;G
7,798;Femme;G
21,215;Homme;A
21,339;Homme;G
25,716;Femme;G
42,936;Femme;A
13,787;Homme;A
25,216;Homme;A
20,420;Femme;G
25,736;Femme;A
8,956;Homme;A
40,103;Femme;A
33,417;Homme;A
15,000;Femme;A
9,779;Femme;A
34,506;Homme;A
11,383;Homme;A
21,848;Femme;G
41,318;Homme;G
16,502;Homme;G
35,720;Homme;G
20,138;Femme;G
18,075;Femme;G
24,012;Homme;G
38,811;Femme;G
37,950;Femme;A
984;Femme;G
12,050;Femme;G
37,490;Femme;G
44,618;Femme;A
29,433;Homme;A
46,087;Homme;A
35,029;Femme;G
14,221;Femme;A
18,143;Homme;G
27,303;Homme;A
13,019;Femme;G
38,002;Femme;G
37,346;Femme;A
31,264;Homme;G
7,187;Femme;A
40,375;Homme;A
12,497;Homme;G
3,099;Homme;A
38,940;Homme;G
24,302;Homme;D
8,292;Homme;G
36,790;Femme;G
3,772;Homme;A
26,805;Homme;A
30,991;Femme;G
36,906;Femme;G
39,797;Homme;A
49,682;Homme;G
20,659;Femme;G
28,048;Femme;A
14,589;Femme;G
13,903;Homme;G
15,547;Homme;G
50,657;Femme;G
21,333;Homme;A
26,909;Femme;G
4,133;Homme;G
29,829;Femme;A
6,649;Femme;G
49,586;Femme;G
31,403;Homme;A
34,786;Femme;G
5,492;Femme;D
6,840;Homme;L
7,420;Femme;G
2,839;Homme;G
1,405;Femme;A
20,627;Homme;G
41,629;Homme;G
2,398;Femme;G
8,163;Femme;G
36,921;Homme;A
26,274;Femme;A
15,140;Femme;G
9,056;Homme;A
15,357;Homme;A
23,957;Femme;G
16,401;Homme;G
48,090;Femme;A
50,693;Femme;G
15,788;Femme;G
33,978;Femme;G
24,594;Homme;A
51,445;Homme;A
5,851;Femme;G
33,482;Femme;A
12,591;Femme;A
25,846;Femme;G
46,074;Homme;G
1,932;Homme;G
31,294;Homme;G
4,661;Homme;A
4,769;Femme;G
27,213;Femme;G
35,694;Homme;G
44,361;Femme;G
16,831;Homme;A
5,340;Homme;G
15,747;Homme;A
33,156;Homme;G
6,478;Homme;A
2,902;Femme;L
30,779;Femme;A
36,348;Homme;A
24,362;Homme;G
32,399;Homme;G
34,723;Femme;G
40,842;Homme;A
8,679;Femme;A
31,690;Homme;A
49,855;Homme;G
24,900;Homme;G
7,827;Homme;A
14,108;Femme;A
38,019;Homme;G
50,908;Femme;G
8,547;Homme;G
24,894;Femme;A
48,447;Femme;G
24,590;Homme;G
11,755;Femme;A
13,525;Femme;G
5,655;Homme;G
14,879;Homme;A
26,593;Homme;A
47,702;Homme;A
11,085;Femme;G
18,499;Homme;G
10,960;Homme;G
38,693;Femme;G
9,129;Femme;G
26,449;Homme;G
16,779;Homme;A
36,898;Femme;A
28,820;Homme;A
42,035;Femme;A
50,828;Femme;A
26,075;Femme;A
37,561;Homme;G
29,340;Femme;G
36,567;Femme;G
30,562;Femme;G
47,339;Homme;G
36,423;Homme;A
19,358;Femme;A
27,030;Femme;A
13,826;Homme;G
41,161;Homme;G
8,316;Homme;A
36,861;Homme;G
20,647;Femme;G
768;Homme;G
39,005;Femme;A
9,506;Femme;G
33,343;Homme;A
34,658;Homme;A
19,252;Femme;A
28,908;Femme;G
14,670;Femme;G
18,741;Femme;A
26,877;Femme;L
2,001;Homme;A
15,961;Femme;G
48,486;Femme;G
30,134;Homme;G
32,561;Femme;G
15,534;Femme;A
20,370;Femme;G
9,876;Homme;G
17,397;Homme;G
12,540;Femme;G
30,463;Homme;A
41,124;Homme;G
14,644;Homme;G
19,506;Femme;G
50,362;Femme;A
45,521;Homme;A
1,166;Homme;G
35,352;Homme;G
45,131;Femme;G
46,090;Homme;A
15,687;Homme;A
18,829;Femme;G
776;Homme;A
22,245;Homme;G
39,296;Homme;G
19,305;Femme;G
30,344;Homme;G
1,242;Femme;A
42,807;Femme;G
49,219;Homme;G
37,719;Homme;G
21,427;Femme;G
36,570;Femme;A
13,860;Femme;G
52,164;Homme;G
45,305;Femme;A
43,044;Femme;A
15,394;Homme;G
40,450;Homme;G
42,597;Femme;A
42,135;Homme;G
49,968;Homme;G
23,299;Homme;A
33,802;Femme;G
7,618;Homme;G
15,907;Homme;G
20,413;Homme;G
41,255;Homme;A
5,174;Femme;G
45,795;Femme;G
11,024;Homme;G
41,895;Femme;G
25,803;Femme;G
46,890;Homme;G
5;Femme;G
2,999;Femme;G
7,573;Homme;A
51,256;Homme;A
13,678;Homme;G
34,602;Femme;A
21,487;Femme;G
46,280;Homme;A
25,544;Femme;G
28,378;Homme;A
39,098;Femme;G
32,178;Homme;G
50,555;Homme;G
6,977;Femme;G
48,126;Homme;G
40,812;Homme;A
30,018;Femme;A
15,732;Femme;G
19,767;Femme;A
42,946;Homme;A
23,361;Femme;A
24,007;Homme;G
16,382;Femme;G
44,123;Femme;G
30,780;Femme;A
38,480;Femme;G
8,942;Femme;G
6,969;Femme;G
23,164;Femme;G
3,947;Homme;A
17,970;Femme;G
19,413;Femme;G
29,450;Femme;A
32,950;Homme;G
34,807;Homme;G
27,365;Femme;G
6,356;Homme;A
28,970;Homme;A
20,139;Homme;G
43,045;Femme;G
41,655;Homme;A
23,587;Femme;G
2,533;Homme;A
9,205;Homme;G
3,030;Homme;A
15,734;Femme;G
33,821;Femme;G
19,799;Femme;G
9,831;Femme;A
17,815;Homme;G
31,248;Homme;G
36,514;Homme;G
32,033;Femme;A
22,555;Femme;G
24,630;Femme;G
28,100;Homme;G
15,763;Femme;G
27,963;Homme;A
13,949;Femme;G
37,822;Femme;G
15,460;Homme;G
29,249;Homme;G
42,109;Femme;A
17,450;Femme;G
19,209;Femme;G
27,421;Homme;G
38,997;Homme;A
24,840;Femme;A
30,416;Femme;G
43,961;Femme;G
37,958;Homme;G
38,943;Femme;G
26,966;Homme;G
7,873;Homme;A
26,574;Homme;G
27,429;Homme;G
5,096;Homme;A
19,256;Femme;G
22,451;Homme;G
48,896;Homme;A
39,241;Femme;G
748;Femme;A
2,472;Homme;G
17,461;Femme;G
49,276;Femme;G
13,406;Homme;A
38,941;Femme;G
39,877;Femme;A
5,909;Homme;G
34,449;Homme;A
36,225;Femme;G
17,994;Femme;G
22,435;Femme;G
21,435;Femme;G
12,538;Homme;G
21,363;Homme;G
3,901;Femme;G
39,597;Femme;A
47,813;Homme;A
26,221;Homme;G
5,918;Femme;G
12,249;Femme;A
14,146;Femme;G
50,566;Femme;G
14,761;Homme;A
8,748;Femme;G
25,654;Femme;A
43,643;Femme;G
581;Femme;G
24,354;Femme;A
41,035;Femme;G
51,229;Femme;G
23,186;Homme;G
44,286;Homme;G
47,732;Homme;A
28,446;Homme;D
6,141;Femme;A
31,323;Homme;G
37,614;Femme;G
396;Femme;G
15,315;Femme;G
19,757;Femme;A
24,638;Femme;G
32,115;Femme;G
34,546;Femme;G
9,500;Femme;L
41,304;Homme;A
3,126;Femme;G
50,855;Homme;G
6,396;Homme;A
618;Homme;A
9,923;Homme;A
15,229;Femme;G
51,343;Femme;G
32,087;Homme;A
3,635;Homme;G
25,594;Femme;A
44,171;Homme;G
47,411;Femme;G
22,860;Homme;G
39,801;Homme;A
42,738;Homme;A
30,233;Femme;G
51,908;Femme;G
38,381;Femme;G
8,510;Homme;A
25,087;Homme;A
46,730;Homme;G
43,588;Femme;A
51,858;Homme;G
8,024;Homme;G
21,466;Homme;G
26,289;Femme;G
26,614;Femme;G
31,046;Homme;A
35,602;Homme;A
34,122;Homme;G
13,389;Homme;A
28,618;Femme;G
41,574;Femme;G
42,918;Homme;A
24,203;Homme;G
5,320;Homme;D
17,348;Femme;G
11,935;Homme;G
44,806;Femme;G
40,805;Homme;G
6,693;Femme;A
15,101;Femme;G
16,480;Femme;D
